"Number of Establishments Employing 20 or More Workers with Productivity Improvement Program (PIP) by Program Objective/s and Major Industry Group, Philippines:  2017 - 2019"
"https://openstat.psa.gov.ph/PXWeb/pxweb/en/DB/DB__1B__ISLE__PIGP/4501B3GP062.px/table/tableViewLayout1/?rxid=ed11a92c-d045-4915-9f5c-39179ded88fd"
"..Construction";"Improve Product and Service Quality by Innovation";154;166
"..Construction";"Reduce Complaints on Queuing Time";70;121
"..Construction";"Reduce Complaints on After Sales Service";89;91
"..Construction";"Reduce Complaints on Product Returns";69;79
"..Construction";"Reduce Complaints on Basic Customer Service";118;164
"..Construction";"Others";3;5
"..Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles";"Total Establishments with PIPs";4126;3526
"..Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles";"Reduce Cost on Work Accidents/Injuries/Diseases";1776;1670
"..Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles";"Reduce Cost on Wastage";1666;1532
"..Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles";"Reduce Cost on Personnel Downtime";1254;1207
"..Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles";"Reduce Cost on Machine Downtime";659;819
"..Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles";"Reduce Cost on Rework";743;1062
"..Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles";"Reduce Cost on Process Cycle Time";990;780
"..Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles";"Improve Product and Service Quality by Skills Training";2536;2238
"..Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles";"Improve Product and Service Quality by Technology";1318;1276
"..Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles";"Improve Product and Service Quality by Innovation";1359;1203
"..Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles";"Reduce Complaints on Queuing Time";1364;1245
"..Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles";"Reduce Complaints on After Sales Service";1684;1288
"..Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles";"Reduce Complaints on Product Returns";1617;1273
"..Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles";"Reduce Complaints on Basic Customer Service";2311;1592
"..Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles";"Others";42;78
"..Transportation and Storage";"Total Establishments with PIPs";499;425
"..Transportation and Storage";"Reduce Cost on Work Accidents/Injuries/Diseases";352;248
"..Transportation and Storage";"Reduce Cost on Wastage";197;250
"..Transportation and Storage";"Reduce Cost on Personnel Downtime";178;225
"..Transportation and Storage";"Reduce Cost on Machine Downtime";105;169
"..Transportation and Storage";"Reduce Cost on Rework";95;132
"..Transportation and Storage";"Reduce Cost on Process Cycle Time";141;142
"..Transportation and Storage";"Improve Product and Service Quality by Skills Training";291;285
"..Transportation and Storage";"Improve Product and Service Quality by Technology";155;249
"..Transportation and Storage";"Improve Product and Service Quality by Innovation";146;183
"..Transportation and Storage";"Reduce Complaints on Queuing Time";100;154
"..Transportation and Storage";"Reduce Complaints on After Sales Service";93;168
"..Transportation and Storage";"Reduce Complaints on Product Returns";63;122
"..Transportation and Storage";"Reduce Complaints on Basic Customer Service";237;326
"..Transportation and Storage";"Others";7;0
"..Accommodation and Food Service Activities";"Total Establishments with PIPs";2531;2261
"..Accommodation and Food Service Activities";"Reduce Cost on Work Accidents/Injuries/Diseases";1264;1040
"..Accommodation and Food Service Activities";"Reduce Cost on Wastage";1486;1500
"..Accommodation and Food Service Activities";"Reduce Cost on Personnel Downtime";850;928
"..Accommodation and Food Service Activities";"Reduce Cost on Machine Downtime";587;777
"..Accommodation and Food Service Activities";"Reduce Cost on Rework";483;629
"..Accommodation and Food Service Activities";"Reduce Cost on Process Cycle Time";653;648
"..Accommodation and Food Service Activities";"Improve Product and Service Quality by Skills Training";1805;1623
"..Accommodation and Food Service Activities";"Improve Product and Service Quality by Technology";774;674
"..Accommodation and Food Service Activities";"Improve Product and Service Quality by Innovation";874;927
"..Accommodation and Food Service Activities";"Reduce Complaints on Queuing Time";1077;1202
"..Accommodation and Food Service Activities";"Reduce Complaints on After Sales Service";876;1141
"..Accommodation and Food Service Activities";"Reduce Complaints on Product Returns";846;822
"..Accommodation and Food Service Activities";"Reduce Complaints on Basic Customer Service";1684;1508
"..Accommodation and Food Service Activities";"Others";48;413
"..Information and Communication";"Total Establishments with PIPs";338;190
"..Information and Communication";"Reduce Cost on Work Accidents/Injuries/Diseases";126;67
"..Information and Communication";"Reduce Cost on Wastage";123;63
"..Information and Communication";"Reduce Cost on Personnel Downtime";104;44
"..Information and Communication";"Reduce Cost on Machine Downtime";87;40
"..Information and Communication";"Reduce Cost on Rework";79;50
"..Information and Communication";"Reduce Cost on Process Cycle Time";105;69
"..Information and Communication";"Improve Product and Service Quality by Skills Training";249;171
"..Information and Communication";"Improve Product and Service Quality by Technology";200;160
"..Information and Communication";"Improve Product and Service Quality by Innovation";177;135
"..Information and Communication";"Reduce Complaints on Queuing Time";84;63
"..Information and Communication";"Reduce Complaints on After Sales Service";90;56
"..Information and Communication";"Reduce Complaints on Product Returns";49;31
"..Information and Communication";"Reduce Complaints on Basic Customer Service";139;103
"..Information and Communication";"Others";5;2
"..Financial and Insurance Activities";"Total Establishments with PIPs";731;580
"..Financial and Insurance Activities";"Reduce Cost on Work Accidents/Injuries/Diseases";187;176
"..Financial and Insurance Activities";"Reduce Cost on Wastage";149;246
"..Financial and Insurance Activities";"Reduce Cost on Personnel Downtime";167;223
"..Financial and Insurance Activities";"Reduce Cost on Machine Downtime";96;105
"..Financial and Insurance Activities";"Reduce Cost on Rework";108;109
"..Financial and Insurance Activities";"Reduce Cost on Process Cycle Time";152;111
"..Financial and Insurance Activities";"Improve Product and Service Quality by Skills Training";495;472
"..Financial and Insurance Activities";"Improve Product and Service Quality by Technology";322;451
"..Financial and Insurance Activities";"Improve Product and Service Quality by Innovation";300;381
"..Financial and Insurance Activities";"Reduce Complaints on Queuing Time";231;333
"..Financial and Insurance Activities";"Reduce Complaints on After Sales Service";182;232
"..Financial and Insurance Activities";"Reduce Complaints on Product Returns";90;181
"..Financial and Insurance Activities";"Reduce Complaints on Basic Customer Service";377;348
"..Financial and Insurance Activities";"Others";14;5
"..Real Estate Activities";"Total Establishments with PIPs";173;123
"..Real Estate Activities";"Reduce Cost on Work Accidents/Injuries/Diseases";90;60
"..Real Estate Activities";"Reduce Cost on Wastage";74;16
"..Real Estate Activities";"Reduce Cost on Personnel Downtime";51;10
"..Real Estate Activities";"Reduce Cost on Machine Downtime";31;9
"..Real Estate Activities";"Reduce Cost on Rework";48;13
"..Real Estate Activities";"Reduce Cost on Process Cycle Time";48;17
"..Real Estate Activities";"Improve Product and Service Quality by Skills Training";130;24
"..Real Estate Activities";"Improve Product and Service Quality by Technology";68;14
"..Real Estate Activities";"Improve Product and Service Quality by Innovation";73;13
"..Real Estate Activities";"Reduce Complaints on Queuing Time";35;11
"..Real Estate Activities";"Reduce Complaints on After Sales Service";62;62
"..Real Estate Activities";"Reduce Complaints on Product Returns";43;6
"..Real Estate Activities";"Reduce Complaints on Basic Customer Service";77;16
"..Real Estate Activities";"Others";3;0
"..Professional, Scientific and Technical Activities";"Total Establishments with PIPs";314;365
"..Professional, Scientific and Technical Activities";"Reduce Cost on Work Accidents/Injuries/Diseases";117;40
"..Professional, Scientific and Technical Activities";"Reduce Cost on Wastage";99;18
"..Professional, Scientific and Technical Activities";"Reduce Cost on Personnel Downtime";96;35
"..Professional, Scientific and Technical Activities";"Reduce Cost on Machine Downtime";60;55
"..Professional, Scientific and Technical Activities";"Reduce Cost on Rework";84;27
"..Professional, Scientific and Technical Activities";"Reduce Cost on Process Cycle Time";69;111
"..Professional, Scientific and Technical Activities";"Improve Product and Service Quality by Skills Training";216;319
"..Professional, Scientific and Technical Activities";"Improve Product and Service Quality by Technology";118;156
"..Professional, Scientific and Technical Activities";"Improve Product and Service Quality by Innovation";138;81
"..Professional, Scientific and Technical Activities";"Reduce Complaints on Queuing Time";62;124
"..Professional, Scientific and Technical Activities";"Reduce Complaints on After Sales Service";55;65
"..Professional, Scientific and Technical Activities";"Reduce Complaints on Product Returns";46;58
"..Professional, Scientific and Technical Activities";"Reduce Complaints on Basic Customer Service";112;159
"..Professional, Scientific and Technical Activities";"Others";1;40
"..Administrative and Support Service Activities";"Total Establishments with PIPs";929;1033
"..Administrative and Support Service Activities";"Reduce Cost on Work Accidents/Injuries/Diseases";345;391
"..Administrative and Support Service Activities";"Reduce Cost on Wastage";237;338
"..Administrative and Support Service Activities";"Reduce Cost on Personnel Downtime";238;362
"..Administrative and Support Service Activities";"Reduce Cost on Machine Downtime";144;211
"..Administrative and Support Service Activities";"Reduce Cost on Rework";167;273
"..Administrative and Support Service Activities";"Reduce Cost on Process Cycle Time";238;292
"..Administrative and Support Service Activities";"Improve Product and Service Quality by Skills Training";670;806
"..Administrative and Support Service Activities";"Improve Product and Service Quality by Technology";334;409
"..Administrative and Support Service Activities";"Improve Product and Service Quality by Innovation";328;415
"..Administrative and Support Service Activities";"Reduce Complaints on Queuing Time";239;306
"..Administrative and Support Service Activities";"Reduce Complaints on After Sales Service";166;274
"..Administrative and Support Service Activities";"Reduce Complaints on Product Returns";104;245
"..Administrative and Support Service Activities";"Reduce Complaints on Basic Customer Service";420;494
"..Administrative and Support Service Activities";"Others";18;110
"..Education Except Public Education";"Total Establishments with PIPs";1901;1611
"..Education Except Public Education";"Reduce Cost on Work Accidents/Injuries/Diseases";503;375
"..Education Except Public Education";"Reduce Cost on Wastage";506;468
"..Education Except Public Education";"Reduce Cost on Personnel Downtime";342;229
"..Education Except Public Education";"Reduce Cost on Machine Downtime";136;87
"..Education Except Public Education";"Reduce Cost on Rework";187;193
"..Education Except Public Education";"Reduce Cost on Process Cycle Time";222;310
"..Education Except Public Education";"Improve Product and Service Quality by Skills Training";1480;1552
"..Education Except Public Education";"Improve Product and Service Quality by Technology";899;1239
"..Education Except Public Education";"Improve Product and Service Quality by Innovation";867;1059
"..Education Except Public Education";"Reduce Complaints on Queuing Time";271;235
"..Education Except Public Education";"Reduce Complaints on After Sales Service";100;25
"..Education Except Public Education";"Reduce Complaints on Product Returns";62;18
"..Education Except Public Education";"Reduce Complaints on Basic Customer Service";555;607
"..Education Except Public Education";"Others";35;4
"..Human Health and Social Work Activities Except Public Health Activities";"Total Establishments with PIPs";656;722
"..Human Health and Social Work Activities Except Public Health Activities";"Reduce Cost on Work Accidents/Injuries/Diseases";288;300
"..Human Health and Social Work Activities Except Public Health Activities";"Reduce Cost on Wastage";307;333
"..Human Health and Social Work Activities Except Public Health Activities";"Reduce Cost on Personnel Downtime";181;210
"..Human Health and Social Work Activities Except Public Health Activities";"Reduce Cost on Machine Downtime";148;163
"..Human Health and Social Work Activities Except Public Health Activities";"Reduce Cost on Rework";134;202
"..Human Health and Social Work Activities Except Public Health Activities";"Reduce Cost on Process Cycle Time";189;159
"..Human Health and Social Work Activities Except Public Health Activities";"Improve Product and Service Quality by Skills Training";480;504
"..Human Health and Social Work Activities Except Public Health Activities";"Improve Product and Service Quality by Technology";292;392
"..Human Health and Social Work Activities Except Public Health Activities";"Improve Product and Service Quality by Innovation";261;390
"..Human Health and Social Work Activities Except Public Health Activities";"Reduce Complaints on Queuing Time";279;296
"..Human Health and Social Work Activities Except Public Health Activities";"Reduce Complaints on After Sales Service";136;144
"..Human Health and Social Work Activities Except Public Health Activities";"Reduce Complaints on Product Returns";103;88
"..Human Health and Social Work Activities Except Public Health Activities";"Reduce Complaints on Basic Customer Service";440;554
"..Human Health and Social Work Activities Except Public Health Activities";"Others";6;0
"..Arts, Entertainment and  Recreation";"Total Establishments with PIPs";140;152
"..Arts, Entertainment and  Recreation";"Reduce Cost on Work Accidents/Injuries/Diseases";69;28
"..Arts, Entertainment and  Recreation";"Reduce Cost on Wastage";54;36
"..Arts, Entertainment and  Recreation";"Reduce Cost on Personnel Downtime";32;46
"..Arts, Entertainment and  Recreation";"Reduce Cost on Machine Downtime";32;44
"..Arts, Entertainment and  Recreation";"Reduce Cost on Rework";24;11
"..Arts, Entertainment and  Recreation";"Reduce Cost on Process Cycle Time";32;13
"..Arts, Entertainment and  Recreation";"Improve Product and Service Quality by Skills Training";88;75
"..Arts, Entertainment and  Recreation";"Improve Product and Service Quality by Technology";47;48
"..Arts, Entertainment and  Recreation";"Improve Product and Service Quality by Innovation";36;49
"..Arts, Entertainment and  Recreation";"Reduce Complaints on Queuing Time";32;31
"..Arts, Entertainment and  Recreation";"Reduce Complaints on After Sales Service";25;49
"..Arts, Entertainment and  Recreation";"Reduce Complaints on Product Returns";17;26
"..Arts, Entertainment and  Recreation";"Reduce Complaints on Basic Customer Service";79;93
"..Arts, Entertainment and  Recreation";"Others";4;0
"..Repair of Computers and Personal and Household Goods; Other Personal Service Activities";"Total Establishments with PIPs";171;103
"..Repair of Computers and Personal and Household Goods; Other Personal Service Activities";"Reduce Cost on Work Accidents/Injuries/Diseases";61;82
"..Repair of Computers and Personal and Household Goods; Other Personal Service Activities";"Reduce Cost on Wastage";50;53
"..Repair of Computers and Personal and Household Goods; Other Personal Service Activities";"Reduce Cost on Personnel Downtime";46;53
"..Repair of Computers and Personal and Household Goods; Other Personal Service Activities";"Reduce Cost on Machine Downtime";24;35
"..Repair of Computers and Personal and Household Goods; Other Personal Service Activities";"Reduce Cost on Rework";36;53
"..Repair of Computers and Personal and Household Goods; Other Personal Service Activities";"Reduce Cost on Process Cycle Time";33;53
"..Repair of Computers and Personal and Household Goods; Other Personal Service Activities";"Improve Product and Service Quality by Skills Training";132;67
"..Repair of Computers and Personal and Household Goods; Other Personal Service Activities";"Improve Product and Service Quality by Technology";36;53
"..Repair of Computers and Personal and Household Goods; Other Personal Service Activities";"Improve Product and Service Quality by Innovation";41;53
"..Repair of Computers and Personal and Household Goods; Other Personal Service Activities";"Reduce Complaints on Queuing Time";47;66
"..Repair of Computers and Personal and Household Goods; Other Personal Service Activities";"Reduce Complaints on After Sales Service";52;55
"..Repair of Computers and Personal and Household Goods; Other Personal Service Activities";"Reduce Complaints on Product Returns";34;38
"..Repair of Computers and Personal and Household Goods; Other Personal Service Activities";"Reduce Complaints on Basic Customer Service";109;39
"..Repair of Computers and Personal and Household Goods; Other Personal Service Activities";"Others";0;0
